State,Year,Date,Unemployment Rate,  Subsidies (millions of dollars),  Taxes on production and imports (TOPI) (millions of dollars),Chain-type quantity indexes for real GDP,Compensation (millions of dollars),Current-dollar GDP (millions of current dollars),Gross operating surplus (millions of dollars),Real GDP (millions of chained 2017 dollars) 1,Taxes on production and imports (TOPI) less subsides (millions of dollars),State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average
Iowa,2014,12/1/14,3.9,-1042.9,10568.9,96.358,84320.7,173734.2,79887.5,180309.9,9526,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Kansas,2014,12/1/14,4.3,-1240.1,10767,92.685,80343.9,150276.1,60405.2,154110.1,9526.9,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Kentucky,2014,12/1/14,5.4,-641.3,13910.5,96.675,102306.1,188326.4,72751,196795.8,13269.3,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Louisiana,2014,12/1/14,6.8,-645.9,16471.7,101.339,118215.2,240965,106924.1,243042.9,15825.8,0,0,7.25,7.92,7.25,7.92,236.736
Maine,2014,12/1/14,5,-183.7,5157.5,94.586,32183.8,56537.4,19379.7,59589.8,4973.8,7.5,8.19,7.25,7.92,7.5,8.19,236.736
Maryland,2014,12/1/14,5.4,-1059.4,22437.7,92.652,194029.4,351743.1,136335.5,370343.9,21378.3,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Massachusetts,2014,12/1/14,5.2,-1636.3,25496.5,93.609,269978.5,469824.9,175986.2,496250.9,23860.2,8,8.74,7.25,7.92,8,8.74,236.736
Michigan,2014,12/1/14,6.2,-1105.3,30653,94.938,251389.1,456123.5,175186.6,479534.9,29547.7,8.15,8.9,7.25,7.92,8.15,8.9,236.736
Minnesota,2014,12/1/14,3.9,-1348.3,21734.6,95.462,178779,324701.5,125536.3,338623.9,20386.2,6.5,7.1,7.25,7.92,7.25,7.92,236.736
Mississippi,2014,12/1/14,6.9,-428.2,8697.6,99.11,56580.2,105219.5,40369.8,109299.6,8269.4,0,0,7.25,7.92,7.25,7.92,236.736
Missouri,2014,12/1/14,5.7,-1275.7,16948.1,97.54,159446.4,289340.7,114221.9,303617.8,15672.4,7.5,8.19,7.25,7.92,7.5,8.19,236.736
Montana,2014,12/1/14,4.4,-343.3,2962.6,95.247,23188,45203.8,19396.5,46166.7,2619.4,7.9,8.63,7.25,7.92,7.9,8.63,236.736
Nebraska,2014,12/1/14,3,-1096.4,7371.1,93.858,54262.3,112763.3,52226.3,115651.9,6274.6,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Nevada,2014,12/1/14,7.5,-343.8,12248.4,89.035,72268.2,136918.4,52745.7,145303.6,11904.6,7.25,7.92,7.25,7.92,7.25,7.92,236.736
New Hampshire,2014,12/1/14,3.9,-161.9,5477.6,94.65,40636.6,73455.1,27502.8,76836.2,5315.7,7.25,7.92,7.25,7.92,7.25,7.92,236.736
New Jersey,2014,12/1/14,6.4,-1597.2,49958.9,96.714,297590.2,543824.1,197872.3,570696.4,48361.7,8.25,9.01,7.25,7.92,8.25,9.01,236.736
New Mexico,2014,12/1/14,6.4,-375.9,7065.1,99.368,45732.3,92523.4,40101.9,92621.1,6689.2,7.5,8.19,7.25,7.92,7.5,8.19,236.736
New York,2014,12/1/14,5.8,-6232,113596.8,94.496,743760.1,1434606.3,583481.4,1535375.9,107364.8,8,8.74,7.25,7.92,8,8.74,236.736
North Carolina,2014,12/1/14,5.7,-1405.6,32633.2,93.228,250710.3,482295.7,200357.8,509782.4,31227.6,7.25,7.92,7.25,7.92,7.25,7.92,236.736
North Dakota,2014,12/1/14,2.6,-952.1,4639.1,106.479,29121,61108.3,28300.3,60193,3687,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Ohio,2014,12/1/14,5.2,-1559.7,40336.7,95.827,318044.7,597152.3,240330.6,624973.4,38777,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Oklahoma,2014,12/1/14,4,-1281.3,12289.3,96.902,94017.1,197074.1,92049,186574.4,11008,2,2.19,7.25,7.92,7.25,7.92,236.736
Oregon,2014,12/1/14,6,-621.1,10113.3,86.82,106113.1,187837.6,72232.2,195808.2,9492.2,9.1,9.94,7.25,7.92,9.1,9.94,236.736
Pennsylvania,2014,12/1/14,5.5,-1859.5,45535.3,95.277,372420.1,695546.6,279450.8,718691.6,43675.8,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Rhode Island,2014,12/1/14,6.7,-171.7,4580.6,98.011,30490.9,54612.5,19712.8,57602.7,4408.9,8,8.74,7.25,7.92,8,8.74,236.736
South Carolina,2014,12/1/14,6.5,-508.9,14693.5,91.616,107227.5,195744.4,74332.3,206077.9,14184.6,0,0,7.25,7.92,7.25,7.92,236.736
South Dakota,2014,12/1/14,3.2,-1048.8,3414.5,96.175,21145.4,47159.9,23648.8,49640.9,2365.7,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Tennessee,2014,12/1/14,6.2,-760.1,21738.9,91.127,159253.1,307448.5,127216.6,323879.6,20978.8,0,0,7.25,7.92,7.25,7.92,236.736
Texas,2014,12/1/14,4.6,-4034.5,119769.2,93.542,765664.3,1592177.6,710778.7,1559636.1,115734.7,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Utah,2014,12/1/14,3.6,-369.2,8176.7,87.216,75389.1,142627.7,59431.2,150076.3,7807.4,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Vermont,2014,12/1/14,3.9,-93,2928.8,97.725,17092.6,30359.4,10431,31847.7,2835.9,8.73,9.54,7.25,7.92,8.73,9.54,236.736
Virginia,2014,12/1/14,4.8,-1104.3,29987.1,94.905,266059.9,465601.7,170658.9,488918.6,28882.9,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Washington,2014,12/1/14,5.7,-1261.4,35232.4,86.535,224684.3,439851.2,181196,456186.5,33971,9.32,10.18,7.25,7.92,9.32,10.18,236.736
West Virginia,2014,12/1/14,6.4,-142.2,5873.5,98.588,37815,73042.6,29496.4,74111.3,5731.3,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Wisconsin,2014,12/1/14,4.8,-771.7,20725.8,96.129,164794.5,296169.9,111421.3,309425.8,19954.1,7.25,7.92,7.25,7.92,7.25,7.92,236.736
Wyoming,2014,12/1/14,4,-183.8,3830.1,104.431,18370.9,40573.9,18556.6,39287.2,3646.4,5.15,5.63,7.25,7.92,7.25,7.92,236.736
Alabama,2015,1/1/15,6.1,-449.1,12124.3,96.461,109984.6,203113.3,81453.6,208950.3,11675.1,0,0,7.25,7.91,7.25,7.91,237.017
Alaska,2015,1/1/15,6.2,-127.7,2958.5,100.243,27820.6,51574.2,20922.8,53681.1,2830.7,8.75,9.55,7.25,7.91,8.75,9.55,237.017
Arizona,2015,1/1/15,6.4,-671.6,20464.9,92.64,164026.5,298942.2,115122.4,308582.8,19793.3,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Arkansas,2015,1/1/15,5.5,-569,8950.5,98.103,64674.9,118573.6,45517.1,121532.5,8381.5,7.5,8.18,7.25,7.91,7.5,8.18,237.017
California,2015,1/1/15,6.8,-6739.4,166553.2,92.9,1318280.3,2487156.4,1009062.4,2545979.5,159813.8,9,9.82,7.25,7.91,9,9.82,237.017
Colorado,2015,1/1/15,4.1,-983.7,19537.3,94.38,176545.2,320895.9,125797,330526.1,18553.6,8.23,8.98,7.25,7.91,8.23,8.98,237.017
Connecticut,2015,1/1/15,6,-614.8,18413.8,98.172,137619.9,260648.5,105229.6,268869.8,17799.1,9.15,9.99,7.25,7.91,9.15,9.99,237.017
Delaware,2015,1/1/15,5,-179.3,3647.8,109.569,30363,72352.5,38520.9,76211.2,3468.5,8.25,9,7.25,7.91,8.25,9,237.017
Florida,2015,1/1/15,5.9,-2432.7,74972.1,93.207,490190.7,918464.3,355734.2,945929,72539.4,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Georgia,2015,1/1/15,6.5,-1271.4,30111.2,92.557,276623.1,525516.8,220053.9,540108.5,28839.8,5.15,5.62,7.25,7.91,7.25,7.91,237.017
Hawaii,2015,1/1/15,3.8,-245.2,7451.3,95.907,44519.2,81410.2,29684.9,83857.6,7206.1,7.75,8.46,7.25,7.91,7.75,8.46,237.017
Idaho,2015,1/1/15,3.8,-221.8,4168.3,92.946,34667.2,66064.9,27451.1,67790.5,3946.5,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Illinois,2015,1/1/15,6.1,-2832.6,60735.8,99.111,432218.7,802592,312470,825424.9,57903.2,8.25,9,7.25,7.91,8.25,9,237.017
Indiana,2015,1/1/15,5.4,-901.7,19274,95.432,171647.9,333163.8,143143.5,341205.2,18372.3,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Iowa,2015,1/1/15,3.9,-1771.9,11064.1,99.393,87434.4,181471.7,84745,185989.2,9292.2,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Kansas,2015,1/1/15,4.3,-1056.5,10622.1,95.387,83047.4,155699,63086,158602.6,9565.6,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Kentucky,2015,1/1/15,5.3,-517,13982.6,97.997,107259.3,194621.2,73896.3,199487.1,13465.6,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Louisiana,2015,1/1/15,6.8,-612.6,16172.3,99.897,120096.8,234324.2,98667.7,239584.1,15559.7,0,0,7.25,7.91,7.25,7.91,237.017
Maine,2015,1/1/15,4.9,-172.3,5406.5,96.131,33479.4,58755.8,20042.2,60563,5234.2,7.5,8.18,7.25,7.91,7.5,8.18,237.017
Maryland,2015,1/1/15,5.4,-1036.1,23191.7,94.754,202346.6,367314.1,142811.8,378745.9,22155.7,8.25,9,7.25,7.91,8.25,9,237.017
Massachusetts,2015,1/1/15,5.2,-1614,26709.7,97.033,286161.2,497767,186510,514398.7,25095.7,9,9.82,7.25,7.91,9,9.82,237.017
Michigan,2015,1/1/15,6,-1168.1,30543.3,97.133,264630.8,479222.7,185216.7,490618.7,29375.2,8.15,8.89,7.25,7.91,8.15,8.89,237.017
Minnesota,2015,1/1/15,3.8,-1864,22732.3,97.388,187416.9,336762,128476.7,345456.2,20868.4,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Mississippi,2015,1/1/15,6.8,-405.5,8814.1,99.202,57704.6,106623.9,40510.7,109401.7,8408.6,0,0,7.25,7.91,7.25,7.91,237.017
Missouri,2015,1/1/15,5.6,-973.4,16788.1,98.951,167125,299597.7,116658,308009.9,15814.7,7.65,8.35,7.25,7.91,7.65,8.35,237.017
Montana,2015,1/1/15,4.3,-294.4,2829.8,98.546,24213.8,46542.4,19793.2,47765.6,2535.4,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Nebraska,2015,1/1/15,2.9,-1138.6,7586.4,97.095,56809.4,117402.3,54145.2,119640.8,6447.8,8,8.73,7.25,7.91,8,8.73,237.017
Nevada,2015,1/1/15,7.4,-337.1,12924.8,92.559,76475.6,145786.8,56723.5,151055.9,12587.7,7.25,7.91,7.25,7.91,7.25,7.91,237.017
New Hampshire,2015,1/1/15,3.8,-159,5773.3,97.708,42311,77385.8,29460.5,79319.3,5614.3,7.25,7.91,7.25,7.91,7.25,7.91,237.017
New Jersey,2015,1/1/15,6.3,-1551.4,50454.2,98.53,308572.2,565807.7,208332.7,581414.9,48902.8,8.38,9.15,7.25,7.91,8.38,9.15,237.017
New Mexico,2015,1/1/15,6.5,-239.5,6689.6,100.315,46976.4,90779.4,37352.9,93503.9,6450.1,7.5,8.18,7.25,7.91,7.5,8.18,237.017
New York,2015,1/1/15,5.7,-6398,117879.4,96.371,776153.6,1498474.7,610839.7,1565835.2,111481.4,8.75,9.55,7.25,7.91,8.75,9.55,237.017
North Carolina,2015,1/1/15,5.7,-1141.6,32621.4,96.053,263178.3,508672.4,214014.3,525229.1,31479.8,7.25,7.91,7.25,7.91,7.25,7.91,237.017
North Dakota,2015,1/1/15,2.6,-949.8,4709.7,103.829,28610.4,56952.2,24581.9,58694.5,3759.9,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Ohio,2015,1/1/15,5.2,-1648.9,41204.6,97.1,329633.9,615275.5,246085.9,633274.8,39555.7,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Oklahoma,2015,1/1/15,4,-850.4,12045.9,100.651,95832.9,187364.7,80336.2,193792.6,11195.6,2,2.18,7.25,7.91,7.25,7.91,237.017
Oregon,2015,1/1/15,5.8,-648.3,10563.2,91.153,113202.8,200592.6,77475,205581.8,9914.9,9.25,10.09,7.25,7.91,9.25,10.09,237.017
Pennsylvania,2015,1/1/15,5.5,-1797.1,47441.1,97.326,387792.6,716534.3,283097.7,734145.1,45644,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Rhode Island,2015,1/1/15,6.6,-169.3,4717.9,99.347,31730.2,56604,20325.2,58387.9,4548.6,9,9.82,7.25,7.91,9,9.82,237.017
South Carolina,2015,1/1/15,6.4,-465.8,15018.3,94.787,112862,207510,80095.5,213212.4,14552.5,0,0,7.25,7.91,7.25,7.91,237.017
South Dakota,2015,1/1/15,3.2,-911.1,3535.9,98.539,21961.7,48678.9,24092.4,50860.8,2624.8,8.5,9.28,7.25,7.91,8.5,9.28,237.017
Tennessee,2015,1/1/15,6.1,-677.1,22664.7,94.385,167701.8,326382.5,136693,335461.1,21987.7,0,0,7.25,7.91,7.25,7.91,237.017
Texas,2015,1/1/15,4.6,-3666.7,125398.6,98.01,800487.7,1585985.9,663766.2,1634127.1,121732,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Utah,2015,1/1/15,3.6,-339.2,8286.6,90.328,80137.4,149762.1,61677.2,155431.5,7947.4,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Vermont,2015,1/1/15,3.8,-91,3042.1,98.323,17793.2,31152.4,10408.1,32042.9,2951.1,9.15,9.99,7.25,7.91,9.15,9.99,237.017
Virginia,2015,1/1/15,4.8,-1043.7,30582.5,96.851,278181.5,485540.9,177820.5,498943.6,29538.8,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Washington,2015,1/1/15,5.6,-1339.6,37157.2,90.429,235950.2,467590.6,195822.9,476715.4,35817.6,9.47,10.33,7.25,7.91,9.47,10.33,237.017
West Virginia,2015,1/1/15,6.4,-133.9,5510.9,98.788,38328.9,71713.4,28007.6,74261.4,5377,8,8.73,7.25,7.91,8,8.73,237.017
Wisconsin,2015,1/1/15,4.7,-896.2,20752.4,98.074,171090.1,308304.5,117358.1,315687.8,19856.2,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Wyoming,2015,1/1/15,3.9,-98.6,3699.7,106.495,18303.2,38624.8,16720.5,40063.9,3601.1,5.15,5.62,7.25,7.91,7.25,7.91,237.017
Alabama,2015,2/1/15,6.1,-449.1,12124.3,96.461,109984.6,203113.3,81453.6,208950.3,11675.1,0,0,7.25,7.91,7.25,7.91,237.017
Alaska,2015,2/1/15,6.3,-127.7,2958.5,100.243,27820.6,51574.2,20922.8,53681.1,2830.7,8.75,9.55,7.25,7.91,8.75,9.55,237.017
Arizona,2015,2/1/15,6.3,-671.6,20464.9,92.64,164026.5,298942.2,115122.4,308582.8,19793.3,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Arkansas,2015,2/1/15,5.4,-569,8950.5,98.103,64674.9,118573.6,45517.1,121532.5,8381.5,7.5,8.18,7.25,7.91,7.5,8.18,237.017
California,2015,2/1/15,6.7,-6739.4,166553.2,92.9,1318280.3,2487156.4,1009062.4,2545979.5,159813.8,9,9.82,7.25,7.91,9,9.82,237.017
Colorado,2015,2/1/15,4.1,-983.7,19537.3,94.38,176545.2,320895.9,125797,330526.1,18553.6,8.23,8.98,7.25,7.91,8.23,8.98,237.017
Connecticut,2015,2/1/15,5.9,-614.8,18413.8,98.172,137619.9,260648.5,105229.6,268869.8,17799.1,9.15,9.99,7.25,7.91,9.15,9.99,237.017
Delaware,2015,2/1/15,4.9,-179.3,3647.8,109.569,30363,72352.5,38520.9,76211.2,3468.5,8.25,9,7.25,7.91,8.25,9,237.017
Florida,2015,2/1/15,5.8,-2432.7,74972.1,93.207,490190.7,918464.3,355734.2,945929,72539.4,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Georgia,2015,2/1/15,6.4,-1271.4,30111.2,92.557,276623.1,525516.8,220053.9,540108.5,28839.8,5.15,5.62,7.25,7.91,7.25,7.91,237.017
Hawaii,2015,2/1/15,3.8,-245.2,7451.3,95.907,44519.2,81410.2,29684.9,83857.6,7206.1,7.75,8.46,7.25,7.91,7.75,8.46,237.017
Idaho,2015,2/1/15,3.9,-221.8,4168.3,92.946,34667.2,66064.9,27451.1,67790.5,3946.5,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Illinois,2015,2/1/15,6.1,-2832.6,60735.8,99.111,432218.7,802592,312470,825424.9,57903.2,8.25,9,7.25,7.91,8.25,9,237.017
Indiana,2015,2/1/15,5.2,-901.7,19274,95.432,171647.9,333163.8,143143.5,341205.2,18372.3,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Iowa,2015,2/1/15,3.8,-1771.9,11064.1,99.393,87434.4,181471.7,84745,185989.2,9292.2,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Kansas,2015,2/1/15,4.4,-1056.5,10622.1,95.387,83047.4,155699,63086,158602.6,9565.6,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Kentucky,2015,2/1/15,5.3,-517,13982.6,97.997,107259.3,194621.2,73896.3,199487.1,13465.6,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Louisiana,2015,2/1/15,6.7,-612.6,16172.3,99.897,120096.8,234324.2,98667.7,239584.1,15559.7,0,0,7.25,7.91,7.25,7.91,237.017
Maine,2015,2/1/15,4.8,-172.3,5406.5,96.131,33479.4,58755.8,20042.2,60563,5234.2,7.5,8.18,7.25,7.91,7.5,8.18,237.017
Maryland,2015,2/1/15,5.3,-1036.1,23191.7,94.754,202346.6,367314.1,142811.8,378745.9,22155.7,8.25,9,7.25,7.91,8.25,9,237.017
Massachusetts,2015,2/1/15,5.1,-1614,26709.7,97.033,286161.2,497767,186510,514398.7,25095.7,9,9.82,7.25,7.91,9,9.82,237.017
Michigan,2015,2/1/15,5.9,-1168.1,30543.3,97.133,264630.8,479222.7,185216.7,490618.7,29375.2,8.15,8.89,7.25,7.91,8.15,8.89,237.017
Minnesota,2015,2/1/15,3.8,-1864,22732.3,97.388,187416.9,336762,128476.7,345456.2,20868.4,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Mississippi,2015,2/1/15,6.7,-405.5,8814.1,99.202,57704.6,106623.9,40510.7,109401.7,8408.6,0,0,7.25,7.91,7.25,7.91,237.017
Missouri,2015,2/1/15,5.6,-973.4,16788.1,98.951,167125,299597.7,116658,308009.9,15814.7,7.65,8.35,7.25,7.91,7.65,8.35,237.017
Montana,2015,2/1/15,4.3,-294.4,2829.8,98.546,24213.8,46542.4,19793.2,47765.6,2535.4,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Nebraska,2015,2/1/15,2.9,-1138.6,7586.4,97.095,56809.4,117402.3,54145.2,119640.8,6447.8,8,8.73,7.25,7.91,8,8.73,237.017
Nevada,2015,2/1/15,7.3,-337.1,12924.8,92.559,76475.6,145786.8,56723.5,151055.9,12587.7,7.25,7.91,7.25,7.91,7.25,7.91,237.017
New Hampshire,2015,2/1/15,3.8,-159,5773.3,97.708,42311,77385.8,29460.5,79319.3,5614.3,7.25,7.91,7.25,7.91,7.25,7.91,237.017
New Jersey,2015,2/1/15,6.3,-1551.4,50454.2,98.53,308572.2,565807.7,208332.7,581414.9,48902.8,8.38,9.15,7.25,7.91,8.38,9.15,237.017
New Mexico,2015,2/1/15,6.6,-239.5,6689.6,100.315,46976.4,90779.4,37352.9,93503.9,6450.1,7.5,8.18,7.25,7.91,7.5,8.18,237.017
New York,2015,2/1/15,5.6,-6398,117879.4,96.371,776153.6,1498474.7,610839.7,1565835.2,111481.4,8.75,9.55,7.25,7.91,8.75,9.55,237.017
North Carolina,2015,2/1/15,5.7,-1141.6,32621.4,96.053,263178.3,508672.4,214014.3,525229.1,31479.8,7.25,7.91,7.25,7.91,7.25,7.91,237.017
North Dakota,2015,2/1/15,2.6,-949.8,4709.7,103.829,28610.4,56952.2,24581.9,58694.5,3759.9,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Ohio,2015,2/1/15,5.2,-1648.9,41204.6,97.1,329633.9,615275.5,246085.9,633274.8,39555.7,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Oklahoma,2015,2/1/15,4.1,-850.4,12045.9,100.651,95832.9,187364.7,80336.2,193792.6,11195.6,2,2.18,7.25,7.91,7.25,7.91,237.017
Oregon,2015,2/1/15,5.8,-648.3,10563.2,91.153,113202.8,200592.6,77475,205581.8,9914.9,9.25,10.09,7.25,7.91,9.25,10.09,237.017
Pennsylvania,2015,2/1/15,5.5,-1797.1,47441.1,97.326,387792.6,716534.3,283097.7,734145.1,45644,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Rhode Island,2015,2/1/15,6.5,-169.3,4717.9,99.347,31730.2,56604,20325.2,58387.9,4548.6,9,9.82,7.25,7.91,9,9.82,237.017
South Carolina,2015,2/1/15,6.4,-465.8,15018.3,94.787,112862,207510,80095.5,213212.4,14552.5,0,0,7.25,7.91,7.25,7.91,237.017
South Dakota,2015,2/1/15,3.2,-911.1,3535.9,98.539,21961.7,48678.9,24092.4,50860.8,2624.8,8.5,9.28,7.25,7.91,8.5,9.28,237.017
Tennessee,2015,2/1/15,6.1,-677.1,22664.7,94.385,167701.8,326382.5,136693,335461.1,21987.7,0,0,7.25,7.91,7.25,7.91,237.017
Texas,2015,2/1/15,4.5,-3666.7,125398.6,98.01,800487.7,1585985.9,663766.2,1634127.1,121732,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Utah,2015,2/1/15,3.5,-339.2,8286.6,90.328,80137.4,149762.1,61677.2,155431.5,7947.4,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Vermont,2015,2/1/15,3.7,-91,3042.1,98.323,17793.2,31152.4,10408.1,32042.9,2951.1,9.15,9.99,7.25,7.91,9.15,9.99,237.017
Virginia,2015,2/1/15,4.7,-1043.7,30582.5,96.851,278181.5,485540.9,177820.5,498943.6,29538.8,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Washington,2015,2/1/15,5.5,-1339.6,37157.2,90.429,235950.2,467590.6,195822.9,476715.4,35817.6,9.47,10.33,7.25,7.91,9.47,10.33,237.017
West Virginia,2015,2/1/15,6.5,-133.9,5510.9,98.788,38328.9,71713.4,28007.6,74261.4,5377,8,8.73,7.25,7.91,8,8.73,237.017
Wisconsin,2015,2/1/15,4.7,-896.2,20752.4,98.074,171090.1,308304.5,117358.1,315687.8,19856.2,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Wyoming,2015,2/1/15,3.9,-98.6,3699.7,106.495,18303.2,38624.8,16720.5,40063.9,3601.1,5.15,5.62,7.25,7.91,7.25,7.91,237.017
Alabama,2015,3/1/15,6.1,-449.1,12124.3,96.461,109984.6,203113.3,81453.6,208950.3,11675.1,0,0,7.25,7.91,7.25,7.91,237.017
Alaska,2015,3/1/15,6.3,-127.7,2958.5,100.243,27820.6,51574.2,20922.8,53681.1,2830.7,8.75,9.55,7.25,7.91,8.75,9.55,237.017
Arizona,2015,3/1/15,6.2,-671.6,20464.9,92.64,164026.5,298942.2,115122.4,308582.8,19793.3,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Arkansas,2015,3/1/15,5.4,-569,8950.5,98.103,64674.9,118573.6,45517.1,121532.5,8381.5,7.5,8.18,7.25,7.91,7.5,8.18,237.017
California,2015,3/1/15,6.6,-6739.4,166553.2,92.9,1318280.3,2487156.4,1009062.4,2545979.5,159813.8,9,9.82,7.25,7.91,9,9.82,237.017
Colorado,2015,3/1/15,4.1,-983.7,19537.3,94.38,176545.2,320895.9,125797,330526.1,18553.6,8.23,8.98,7.25,7.91,8.23,8.98,237.017
Connecticut,2015,3/1/15,5.8,-614.8,18413.8,98.172,137619.9,260648.5,105229.6,268869.8,17799.1,9.15,9.99,7.25,7.91,9.15,9.99,237.017
Delaware,2015,3/1/15,4.9,-179.3,3647.8,109.569,30363,72352.5,38520.9,76211.2,3468.5,8.25,9,7.25,7.91,8.25,9,237.017
Florida,2015,3/1/15,5.8,-2432.7,74972.1,93.207,490190.7,918464.3,355734.2,945929,72539.4,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Georgia,2015,3/1/15,6.3,-1271.4,30111.2,92.557,276623.1,525516.8,220053.9,540108.5,28839.8,5.15,5.62,7.25,7.91,7.25,7.91,237.017
Hawaii,2015,3/1/15,3.7,-245.2,7451.3,95.907,44519.2,81410.2,29684.9,83857.6,7206.1,7.75,8.46,7.25,7.91,7.75,8.46,237.017
Idaho,2015,3/1/15,3.9,-221.8,4168.3,92.946,34667.2,66064.9,27451.1,67790.5,3946.5,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Illinois,2015,3/1/15,6,-2832.6,60735.8,99.111,432218.7,802592,312470,825424.9,57903.2,8.25,9,7.25,7.91,8.25,9,237.017
Indiana,2015,3/1/15,5.1,-901.7,19274,95.432,171647.9,333163.8,143143.5,341205.2,18372.3,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Iowa,2015,3/1/15,3.8,-1771.9,11064.1,99.393,87434.4,181471.7,84745,185989.2,9292.2,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Kansas,2015,3/1/15,4.4,-1056.5,10622.1,95.387,83047.4,155699,63086,158602.6,9565.6,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Kentucky,2015,3/1/15,5.3,-517,13982.6,97.997,107259.3,194621.2,73896.3,199487.1,13465.6,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Louisiana,2015,3/1/15,6.6,-612.6,16172.3,99.897,120096.8,234324.2,98667.7,239584.1,15559.7,0,0,7.25,7.91,7.25,7.91,237.017
Maine,2015,3/1/15,4.7,-172.3,5406.5,96.131,33479.4,58755.8,20042.2,60563,5234.2,7.5,8.18,7.25,7.91,7.5,8.18,237.017
Maryland,2015,3/1/15,5.3,-1036.1,23191.7,94.754,202346.6,367314.1,142811.8,378745.9,22155.7,8.25,9,7.25,7.91,8.25,9,237.017
Massachusetts,2015,3/1/15,5,-1614,26709.7,97.033,286161.2,497767,186510,514398.7,25095.7,9,9.82,7.25,7.91,9,9.82,237.017
Michigan,2015,3/1/15,5.8,-1168.1,30543.3,97.133,264630.8,479222.7,185216.7,490618.7,29375.2,8.15,8.89,7.25,7.91,8.15,8.89,237.017
Minnesota,2015,3/1/15,3.8,-1864,22732.3,97.388,187416.9,336762,128476.7,345456.2,20868.4,7.25,7.91,7.25,7.91,7.25,7.91,237.017
Mississippi,2015,3/1/15,6.7,-405.5,8814.1,99.202,57704.6,106623.9,40510.7,109401.7,8408.6,0,0,7.25,7.91,7.25,7.91,237.017
Missouri,2015,3/1/15,5.6,-973.4,16788.1,98.951,167125,299597.7,116658,308009.9,15814.7,7.65,8.35,7.25,7.91,7.65,8.35,237.017
Montana,2015,3/1/15,4.3,-294.4,2829.8,98.546,24213.8,46542.4,19793.2,47765.6,2535.4,8.05,8.79,7.25,7.91,8.05,8.79,237.017
Nebraska,2015,3/1/15,3,-1138.6,7586.4,97.095,56809.4,117402.3,54145.2,119640.8,6447.8,8,8.73,7.25,7.91,8,8.73,237.017
Nevada,2015,3/1/15,7.2,-337.1,12924.8,92.559,76475.6,145786.8,56723.5,151055.9,12587.7,7.25,7.91,7.25,7.91,7.25,7.91,237.017
